"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","It is an amazing experience. Magic, fantastic, incredible. It is the best experience I had in a restaurant where the food is amazing and very well linked to the performance on stage. I will come back for sure with my friends.","10","Naresh Sakhrani","11-08-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","pleasant food. friendly service. 
French bistro food style with nice decor. ","10","David Xiao","08-08-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","This is a superb restaurant serving excellent and authentic French food.
Love the fact that  you can buy wine by the carafe too","10","Nicholas Tuckfield","31-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","The atmosphere was very nice first course Cheese Soffle was over cooked. We ordered 2 Duck Pies which were very flavoursome however one pie didn’t arrive and we had to get waiters attention to get the other pie which took over 10 minutes to arrive. We also ordered a Green Salad we didn’t ever appear. The deserts were amazing. This was disappointing as we had been highly recommended to the restaurant by friends. ","5","Ann Rubner","27-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Food was so tasty - every single dish. Service was great too! I've been here several times and would definitely recommend it.","10","Weisi Chen","27-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Love the atmosphere, cocktail is lovely and the service is excellent","9","Felix","27-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Fantastic place, amazing staff and great food. Will definitely come back !","9","Nicolas Foulon","26-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","They service was extraordinary!! Food was very tasty. Will definitely go back to try different dishes.","10","Jen","20-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","We had a great time - our first visit and we will be back!!","9","Liz Duchemin","22-06-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","This is a first class and excellent restaurant serving classic French food","10","Nicholas Tuckfield","15-06-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Always a pleasure ","9","Michael Conry","01-06-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Delicious food and lovely friendly service.  Just wish they added a souffle to their dessert menu!","8","Joyce Lam","28-05-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","This is an excellent restaurant - fabulous and very authentic French Food","10","Nicholas Tuckfield","16-05-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","The cocktails were amazing and the food as good as ever. Great service  was impeccable.","10","Kelly Kennedy","14-05-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Nice French restaurant. Got lucky with a last minute booking and was pleasantly surprised by the authenticity of the meals and the good service & atmosphere. It's now on our radar and we will likely be back again.","9","Gavin Sandercoe","04-05-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Claire's kitchen at Le Salon never fails to disappoint. We have eaten there several times with many different friends and everyone has always enjoyed themselves!","10","Stephan Pawelczyk","01-05-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Great food, lovely people.","10","Ian Scott","13-04-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Amazing service, outstanding food and drinks to love.
This restaurant has a very good atmosphere and ideal for a romantic date, speical occasions and small functions
We will go back there again","10","Ian Sackett","04-04-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","I was hoping for some lovely french bread to eat to scoop up the garlic butter with my snails, so a bit disappointed with not the freshest sourdough.
Souffle was sensational as was my fillet de boeuf.
Value for money with Entertainment voucher.","6","Sarah Thompson","03-04-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","The food was generally  very good, but totally spoiled by the extremely slow service and by the expensive and disgracefully substandard ""Beetroot Salad"", which consisted of a few minute pieces of beetroot with a smattering of cheese arranged on a plate by a talented artist in a decorative manner.","6","Aubrey Cohen","23-03-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","My partner and I dined here for Valentine's Day and we loved it. The food was amazing, the atmosphere is intimate and refined without being pretentious. The host is very charming and the staff are very professional. Will definitely be back. ","10","Bradley Curgenven","14-02-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Fantastic fine dining,  warm welcome, personal attention, ","10","Sandra Soffers","10-08-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","We had a superb experience - food was fabulous and staff were exemplary.","10","Anonymous","09-08-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","The restaurant had great staff","9","Anonymous","02-08-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","I appreciate going to a gay and female respectful and friendly restaurant like this. Thanks for a lovely night","10","Anonymous","26-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Valentine looked after us so well, and delicious food ","10","Kate Mccormack","26-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Great service! ","8","Anonymous","25-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Great service! Nice atmosphere.","8","Anonymous","25-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","The service, food and entertainment, Mini Marilyn were impeccable!!","10","Anonymous","24-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Absolutely loved it!! The atmosphere was  amazing. We had Salvador Dali surrealistic dinner. Unusual, creative. The entree we had was served partly in a book and on a plate. The description of the entree was on a paper in a book and,,,, it was  eatable. Every next dish was served differently. We had performance in between the dishes.
Would recommend ++++ ","10","Natalia Smytchek","21-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","The food is just amazing. We had the Chateaubriand beef and it was absolutely delicious. Desserts were also delicious. 

Service in the other hand, I was trying to order a coffee after my meal, and tried to get the waiter to look into our table multiple times to no success. It was at least a 30 minutes after we finish all the meal and I decided to stand up and walk to someone to request the bill, as the waiter would absolutely not look into our table. I ended the night without a coffee and thought the meals are amazing, I was a bit unhappy with the service. ","8","Anonymous","20-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Good French inspired food and wine list. Service was a little slow … but acceptable given the nature of the place – food to be enjoyed!","8","Anonymous","18-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Food was magnificent and could not be faulted. Each course was superb.
The wine was ok, however we did order the 1/3 and 2/3 carafes in order to match our wines with  courses with only 2 of us dining rather than share a whole bottle. The concept of this was great but we did expect the wine for the price could have been of a bit higher quality.
Overall the service and ambience was great and we thoroughly enjoyed the evening. We will be back.","8","Graeme Warren","13-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Got a bit of a rubbish table, facing the toilets and kitchen, and the waiters station which had a cutlery tray and plastic container on the floor underneath and some messy cardboard against the wall.
Thought having booked a week our we’d have been seated somewhere better.","8","David Docherty","13-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Fantastic night 
Great food and service 
Will definitely return 

Wine list could be a bit broader ","9","David Drevon","13-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Friendly staff remembers one of our party from previous time ","9","John Tsolakis","13-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Exquisite French food crafted and presented by charming French staff. What could be better? ","10","Jeni Ritchie","13-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Really enjoyed it!","10","Anonymous","12-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Wonderful restaurant always warmly welcomed and excellent service, delicious food.","10","Anonymous","11-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Great food and service in a charming setting. Just be careful to choose your wine carefully or your bill is going to quickly escalate. ","8","Anonymous","06-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Review on TripAdvisor didn't lie. Fantastic experience all round. Best dinner in recent decades!","10","Andy Crawford","06-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Great atmosphere for special occasions ","8","Anonymous","06-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","Lovely place and good food","10","Anonymous","02-07-2019"
"thefork","Claire's Kitchen at Le Salon  Darlinghurst","35 Oxford Street,Darlinghurst2010, Australia","For Anyone visiting Sydney Le Salon Dada on Sunday nights is a must do. The surrealist  dinner and show is amazing 
You will be blown away. I experienced fantastic service from when I was greeted at the door  to when I left the premises. The  exceptionally  degustation  menu is very creative, the   food  is an artwork in itself and  of such high calibre  is the entertainment . The singers  contortionists table entertainers and opera singers to mention a few.  A fantastic night out","10","Ivan Vidovich","30-06-2019"
